Quantity,UnitPrice,OrderStatus,ItemsInCart,TotalPrice,Year,Month,DayOfWeek,IsWeekend,RevenuePerCartItem,OrderStatus_encoded,Product_Chair,Product_Desk,Product_Laptop,Product_Monitor,Product_Phone,Product_Printer,Product_Tablet,PaymentMethod_Cash,PaymentMethod_Credit Card,PaymentMethod_Debit Card,PaymentMethod_Gift Card,PaymentMethod_Online,ReferralSource_Email,ReferralSource_Facebook,ReferralSource_Google,ReferralSource_Instagram,ReferralSource_Referral,CouponCode_FREESHIP,CouponCode_SAVE10,CouponCode_WINTER15,RevenueIntensityScore,PriceDeviation,SpendTier
3.0,684.14,Cancelled,3.0,2052.42,2023,11,5,1,684.14,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,228.04666666666668,332.42508287292816,2
5.0,272.77,Pending,7.0,1363.85,2023,9,2,0,194.83571428571426,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,38.96714285714285,-56.83811764705882,1
4.0,400.07,Shipped,5.0,1600.28,2024,6,3,0,320.056,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,80.014,44.409719101123585,1
5.0,219.78,Pending,8.0,1098.9,2023,8,4,0,137.3625,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,27.472500000000004,-109.8281176470588,1
3.0,146.91,Delivered,6.0,440.73,2024,3,5,1,73.455,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,24.485,-204.80491712707183,0
2.0,411.49,Returned,4.0,822.98,2025,4,2,0,205.745,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,102.8725,43.8108938547486,0
2.0,465.18,Cancelled,2.0,930.36,2025,5,1,0,465.18,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,232.59,107.47294797687863,1
2.0,319.91,Cancelled,3.0,639.82,2024,12,6,1,213.27333333333334,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,106.63666666666667,-55.30756410256407,0
1.0,217.56,Delivered,3.0,217.56,2023,12,2,0,72.52,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,72.52,-140.14705202312138,0
2.0,105.57,Returned,5.0,211.14,2023,12,2,0,42.227999999999994,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,21.113999999999997,-269.6475641025641,0
5.0,444.76,Returned,7.0,2223.8,2023,12,4,0,317.6857142857143,3,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,63.53714285714286,93.04508287292816,2
2.0,399.04,Cancelled,3.0,798.08,2025,1,3,0,266.0266666666667,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,133.01333333333335,43.37971910112361,0
4.0,534.48,Returned,9.0,2137.92,2024,12,2,0,237.54666666666668,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,59.38666666666667,178.8197191011236,2
4.0,408.21,Pending,9.0,1632.84,2023,7,3,0,181.42666666666665,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,45.35666666666666,32.99243589743588,1
1.0,424.4,Shipped,6.0,424.4,2023,2,0,0,70.73333333333333,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,70.73333333333333,49.18243589743588,0
2.0,269.83,Delivered,4.0,539.66,2024,11,4,0,134.915,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,67.4575,-85.83028089887642,0
2.0,564.58,Returned,4.0,1129.16,2025,2,4,0,282.29,3,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,141.145,205.9163803680982,1
1.0,331.06,Pending,5.0,331.06,2024,5,3,0,66.212,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,66.212,-36.61910614525141,0
1.0,299.35,Cancelled,5.0,299.35,2023,10,1,0,59.870000000000005,4,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,59.870000000000005,-52.364917127071806,0
4.0,101.32,Pending,7.0,405.28,2023,2,4,0,57.89714285714285,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,14.474285714285713,-257.34361963190184,0
1.0,211.14,Cancelled,1.0,211.14,2024,3,4,0,211.14,4,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,211.14,-147.52361963190185,0
3.0,65.86,Pending,8.0,197.58,2023,7,3,0,24.6975,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,8.2325,-289.8002808988764,0
1.0,641.39,Cancelled,1.0,641.39,2025,6,1,0,641.39,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,641.39,273.7108938547486,0
5.0,536.58,Pending,5.0,2682.9,2023,12,3,0,536.58,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,107.316,206.97188235294124,3
2.0,500.29,Returned,7.0,1000.58,2024,9,5,1,142.94,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,71.47,141.62638036809818,1
3.0,86.29,Delivered,6.0,258.87,2025,3,1,0,43.145,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,14.381666666666668,-269.3702808988764,0
2.0,384.14,Returned,2.0,768.28,2023,5,5,1,384.14,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,192.07,28.479719101123578,0
1.0,594.96,Returned,6.0,594.96,2025,1,5,1,99.16000000000001,3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,99.16000000000001,243.2450828729282,0
1.0,427.82,Delivered,2.0,427.82,2024,4,6,1,213.91,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,213.91,76.10508287292816,0
4.0,662.94,Cancelled,8.0,2651.76,2025,4,4,0,331.47,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,82.8675,333.33188235294125,3
2.0,148.22,Delivered,7.0,296.44,2023,8,1,0,42.348571428571425,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,21.174285714285713,-219.4591061452514,0
1.0,254.12,Delivered,1.0,254.12,2025,4,6,1,254.12,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,254.12,-97.59491712707182,0
3.0,664.46,Delivered,4.0,1993.38,2024,3,6,1,498.345,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,166.115,289.24243589743594,2
4.0,600.81,Delivered,9.0,2403.24,2024,4,1,0,267.02666666666664,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,66.75666666666666,249.09508287292812,2
5.0,68.34,Pending,6.0,341.7,2025,2,5,1,56.949999999999996,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,11.389999999999999,-287.3202808988764,0
4.0,430.83,Pending,8.0,1723.32,2025,6,5,1,215.415,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,53.85375,63.150893854748574,2
5.0,431.69,Pending,10.0,2158.45,2023,8,5,1,215.84499999999997,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,43.169,76.02971910112359,2
4.0,512.06,Delivered,5.0,2048.24,2024,4,3,0,409.64799999999997,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,102.41199999999999,156.39971910112354,2
3.0,539.91,Delivered,8.0,1619.73,2024,11,6,1,202.46625,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,67.48875,182.2029479768786,1
5.0,316.07,Returned,10.0,1580.35,2023,3,5,1,158.035,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,31.607,-51.60910614525142,1
5.0,404.39,Shipped,10.0,2021.95,2024,8,5,1,202.195,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,40.439,52.67508287292816,2
1.0,600.54,Pending,4.0,600.54,2025,3,2,0,150.135,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,150.135,270.93188235294116,0
5.0,186.28,Delivered,8.0,931.4,2024,4,3,0,116.425,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,23.285,-172.38361963190184,1
4.0,214.54,Cancelled,7.0,858.16,2024,4,3,0,122.5942857142857,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,30.648571428571426,-153.13910614525142,1
1.0,210.7,Shipped,2.0,210.7,2025,2,6,1,105.35,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,105.35,-147.0070520231214,0
2.0,133.55,Pending,7.0,267.1,2023,12,3,0,38.15714285714286,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,19.07857142857143,-241.66756410256409,0
1.0,590.87,Returned,6.0,590.87,2023,2,2,0,98.47833333333334,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,98.47833333333334,235.2097191011236,0
2.0,363.91,Shipped,2.0,727.82,2025,3,5,1,363.91,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,181.955,8.249719101123617,0
5.0,429.45,Cancelled,5.0,2147.25,2023,7,2,0,429.45,4,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,85.89,77.73508287292816,2
3.0,223.7,Returned,3.0,671.0999999999999,2024,8,5,1,223.69999999999996,3,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,74.56666666666666,-128.01491712707184,0
2.0,488.87,Cancelled,4.0,977.74,2025,3,5,1,244.435,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,122.2175,131.16294797687863,1
1.0,645.46,Cancelled,5.0,645.46,2023,8,4,0,129.092,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,129.092,315.85188235294123,0
1.0,46.66,Cancelled,6.0,46.66,2023,7,4,0,7.776666666666666,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,7.776666666666666,-305.0549171270718,0
1.0,249.57,Shipped,3.0,249.57,2024,6,5,1,83.19,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,83.19,-109.09361963190184,0
3.0,619.21,Cancelled,6.0,1857.63,2024,4,0,0,309.605,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,103.20166666666667,263.5497191011236,2
4.0,217.13,Delivered,8.0,868.52,2025,1,4,0,108.565,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,27.14125,-112.47811764705881,1
5.0,221.51,Returned,5.0,1107.55,2023,8,6,1,221.51,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,44.302,-136.1970520231214,1
4.0,340.3,Cancelled,8.0,1361.2,2024,6,1,0,170.15,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,42.5375,-17.407052023121366,1
1.0,625.0,Returned,5.0,625.0,2025,1,3,0,125.0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,125.0,249.7824358974359,0
5.0,433.26,Delivered,9.0,2166.3,2025,6,5,1,240.70000000000002,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,48.14,65.58089385474858,2
2.0,674.9,Shipped,4.0,1349.8,2023,6,6,1,337.45,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,168.725,316.23638036809814,1
3.0,253.98,Cancelled,3.0,761.9399999999999,2025,2,3,0,253.98,4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,84.66,-104.68361963190185,0
3.0,356.84,Shipped,5.0,1070.52,2025,1,1,0,214.10399999999998,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,71.368,5.125082872928147,1
4.0,413.71,Cancelled,9.0,1654.84,2023,9,1,0,183.8711111111111,4,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,45.967777777777776,56.0029479768786,1
3.0,147.39,Returned,3.0,442.17,2023,3,5,1,147.39000000000001,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,49.13,-182.21811764705882,0
4.0,229.1,Returned,8.0,916.4,2024,4,1,0,114.55,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,28.6375,-128.60705202312138,1
1.0,121.96,Delivered,3.0,121.96,2025,3,1,0,40.65333333333333,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,40.65333333333333,-253.25756410256412,0
2.0,408.32,Shipped,3.0,816.64,2024,10,1,0,272.2133333333333,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,136.10666666666665,78.71188235294119,0
5.0,187.97,Returned,9.0,939.85,2023,8,1,0,104.42777777777778,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,20.885555555555555,-179.7091061452514,1
3.0,358.48,Delivered,7.0,1075.44,2024,12,3,0,153.6342857142857,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,51.21142857142858,2.81971910112361,1
3.0,193.58,Pending,7.0,580.74,2025,1,4,0,82.96285714285715,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,27.654285714285713,-158.13491712707182,0
1.0,265.38,Cancelled,6.0,265.38,2023,6,1,0,44.23,4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,44.23,-93.28361963190184,0
1.0,634.4,Cancelled,6.0,634.4,2023,4,3,0,105.73333333333333,4,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,105.73333333333333,276.6929479768786,0
4.0,305.72,Delivered,5.0,1222.88,2024,8,2,0,244.57600000000002,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,61.144000000000005,-23.888117647058777,1
1.0,303.6,Shipped,5.0,303.6,2023,8,3,0,60.720000000000006,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,60.720000000000006,-48.114917127071806,0
4.0,496.0,Cancelled,8.0,1984.0,2025,4,1,0,248.0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,62.0,137.33638036809816,2
4.0,321.51,Returned,9.0,1286.04,2024,5,0,0,142.89333333333332,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,35.72333333333333,-8.098117647058814,1
3.0,112.46,Shipped,6.0,337.38,2023,4,4,0,56.23,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,18.743333333333332,-255.21910614525143,0
5.0,61.97,Delivered,6.0,309.85,2025,5,4,0,51.64166666666667,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,10.328333333333335,-295.73705202312135,0
2.0,373.17,Pending,6.0,746.34,2023,7,1,0,124.39,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,62.195,15.462947976878638,0
5.0,639.37,Pending,6.0,3196.85,2024,2,4,0,532.8083333333333,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,106.56166666666667,271.6908938547486,3
4.0,693.36,Shipped,8.0,2773.44,2023,5,3,0,346.68,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,86.67,337.6997191011236,3
4.0,692.91,Pending,9.0,2771.64,2024,9,2,0,307.96,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,76.99,317.69243589743587,3
4.0,91.46,Cancelled,9.0,365.84,2023,9,5,1,40.648888888888884,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,10.162222222222221,-260.25491712707185,0
3.0,273.96,Returned,8.0,821.8799999999999,2024,3,2,0,102.73499999999999,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,34.245,-101.25756410256412,0
3.0,588.05,Delivered,8.0,1764.15,2025,6,4,0,220.51875,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,73.50625000000001,258.44188235294115,2
2.0,365.17,Cancelled,4.0,730.34,2023,11,3,0,182.585,4,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,91.2925,6.506380368098178,0
4.0,385.92,Cancelled,8.0,1543.68,2023,5,2,0,192.96,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,48.24,30.259719101123608,1
1.0,562.61,Delivered,3.0,562.61,2025,3,4,0,187.53666666666666,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,187.53666666666666,194.9308938547486,0
4.0,61.91,Delivered,6.0,247.64,2023,12,5,1,41.27333333333333,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,10.318333333333333,-267.6981176470588,0
4.0,41.9,Pending,9.0,167.6,2023,11,6,1,18.62222222222222,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,4.655555555555555,-333.3175641025641,0
4.0,444.44,Cancelled,8.0,1777.76,2023,5,4,0,222.22,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,55.555,92.72508287292817,2
3.0,311.33,Cancelled,3.0,933.99,2024,8,5,1,311.33,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,103.77666666666667,-63.88756410256411,1
4.0,236.41,Pending,7.0,945.64,2024,11,1,0,135.09142857142857,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,33.77285714285714,-115.30491712707183,1
1.0,65.45,Pending,2.0,65.45,2023,2,0,0,32.725,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,32.725,-264.1581176470588,0
1.0,318.81,Pending,3.0,318.81,2023,1,6,1,106.27,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,106.27,-39.853619631901836,0
3.0,583.72,Shipped,5.0,1751.16,2024,3,3,0,350.232,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,116.744,225.0563803680982,2
4.0,384.32,Pending,6.0,1537.28,2024,12,4,0,256.2133333333333,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,64.05333333333333,54.71188235294119,1
3.0,538.74,Shipped,6.0,1616.22,2024,12,2,0,269.37,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,89.79,171.0608938547486,1
1.0,17.24,Pending,2.0,17.24,2023,7,2,0,8.62,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,8.62,-350.4391061452514,0
5.0,615.67,Pending,6.0,3078.35,2023,5,1,0,513.0583333333333,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,102.61166666666666,260.00971910112355,3
2.0,219.1,Pending,4.0,438.2,2023,5,1,0,109.55,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,54.775,-132.61491712707183,0
2.0,144.66,Cancelled,7.0,289.32,2025,5,4,0,41.33142857142857,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,20.665714285714284,-211.0002808988764,0
2.0,317.77,Cancelled,4.0,635.54,2023,2,3,0,158.885,4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,79.4425,-11.838117647058823,0
1.0,223.3,Returned,1.0,223.3,2025,4,6,1,223.3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,223.3,-134.40705202312137,0
2.0,342.11,Shipped,2.0,684.22,2024,8,4,0,342.11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,171.055,12.501882352941209,0
2.0,220.9,Shipped,4.0,441.8,2023,7,3,0,110.45,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,55.225,-130.81491712707182,0
1.0,670.54,Shipped,6.0,670.54,2023,7,6,1,111.75666666666666,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,111.75666666666666,312.8329479768786,0
1.0,546.19,Pending,5.0,546.19,2024,2,2,0,109.23800000000001,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,109.23800000000001,194.47508287292823,0
3.0,42.95,Returned,8.0,128.85,2023,4,2,0,16.10625,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,5.3687499999999995,-286.6581176470588,0
4.0,14.69,Cancelled,9.0,58.76,2025,5,3,0,6.528888888888889,4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1.6322222222222222,-343.97361963190184,0
4.0,668.36,Cancelled,5.0,2673.44,2024,9,4,0,534.688,4,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,133.672,293.1424358974359,3
4.0,413.74,Returned,7.0,1654.96,2024,3,5,1,236.42285714285714,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,59.105714285714285,58.0797191011236,1
3.0,263.19,Delivered,5.0,789.5699999999999,2023,12,1,0,157.914,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,52.638,-95.47361963190184,0
1.0,263.96,Returned,2.0,263.96,2024,5,0,0,131.98,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,131.98,-94.70361963190186,0
5.0,75.81,Returned,10.0,379.05,2025,6,0,0,37.905,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,7.581,-279.8502808988764,0
1.0,406.22,Cancelled,5.0,406.22,2024,4,1,0,81.244,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,81.244,31.00243589743593,0
2.0,103.41,Shipped,2.0,206.82,2024,2,0,0,103.41,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,51.705,-264.2691061452514,0
4.0,435.12,Delivered,9.0,1740.48,2023,6,6,1,193.38666666666666,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,48.346666666666664,79.4597191011236,2
2.0,407.79,Shipped,3.0,815.58,2023,5,2,0,271.86,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,135.93,49.12638036809818,0
5.0,173.65,Delivered,9.0,868.25,2025,5,2,0,96.47222222222223,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,19.294444444444444,-201.5675641025641,1
4.0,249.07,Returned,5.0,996.28,2023,1,1,0,199.256,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,49.814,-126.1475641025641,1
4.0,434.85,Pending,4.0,1739.4,2023,3,5,1,434.85,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,108.7125,59.632435897435926,2
1.0,436.77,Returned,5.0,436.77,2024,8,5,1,87.354,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,87.354,69.09089385474857,0
1.0,572.13,Cancelled,4.0,572.13,2023,12,4,0,143.0325,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,143.0325,220.41508287292817,0
4.0,583.07,Cancelled,6.0,2332.28,2024,6,5,1,388.71333333333337,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,97.17833333333334,227.40971910112364,2
5.0,468.51,Delivered,9.0,2342.55,2025,4,3,0,260.28333333333336,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,52.05666666666667,112.84971910112358,2
2.0,423.88,Delivered,7.0,847.76,2023,8,4,0,121.10857142857142,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,60.55428571428571,48.6624358974359,1
4.0,663.67,Pending,7.0,2654.68,2023,11,5,1,379.23999999999995,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,94.80999999999999,295.99089385474855,3
4.0,309.91,Shipped,5.0,1239.64,2023,6,6,1,247.92800000000003,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,61.982000000000006,-41.8049171270718,1
1.0,542.07,Shipped,6.0,542.07,2023,3,1,0,90.34500000000001,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,90.34500000000001,183.4063803680982,0
2.0,399.32,Pending,6.0,798.64,2023,9,1,0,133.10666666666665,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,66.55333333333333,43.659719101123585,0
2.0,238.25,Cancelled,7.0,476.5,2024,10,6,1,68.07142857142857,4,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,34.035714285714285,-129.4291061452514,0
2.0,182.4,Cancelled,5.0,364.8,2023,2,5,1,72.96000000000001,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,36.480000000000004,-192.8175641025641,0
2.0,65.07,Cancelled,4.0,130.14,2023,11,5,1,32.535,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,16.2675,-290.5902808988764,0
2.0,600.57,Returned,3.0,1201.14,2025,3,5,1,400.38000000000005,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,200.19000000000003,248.85508287292822,1
5.0,90.92,Delivered,9.0,454.6,2024,9,0,0,50.51111111111111,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,10.102222222222222,-264.7402808988764,0
5.0,362.46,Delivered,6.0,1812.3,2024,11,0,0,302.05,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,60.41,4.752947976878602,2
3.0,55.01,Pending,7.0,165.03,2023,10,4,0,23.575714285714287,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,7.8585714285714285,-300.6502808988764,0
3.0,404.62,Delivered,6.0,1213.86,2023,3,0,0,202.30999999999997,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,67.43666666666667,36.940893854748595,1
4.0,654.79,Pending,9.0,2619.16,2023,7,3,0,291.0177777777778,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,72.75444444444445,325.18188235294116,3
4.0,637.79,Cancelled,9.0,2551.16,2025,4,1,0,283.4622222222222,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,70.86555555555555,286.07508287292814,3
4.0,540.33,Shipped,6.0,2161.32,2025,2,4,0,360.22,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,90.055,182.62294797687866,2
5.0,208.17,Returned,6.0,1040.85,2023,2,3,0,173.475,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,34.695,-149.5370520231214,1
